group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
1467,Verte,,,,,Warszawa,bn_books-210-%c-1628,,verte|warszawa
1468,Veto-Solidarność,,,,2034|2004,Poznań,bn_books-210-%g-110657,,poznań|vetosolidarność
1469,Veto,,,,,Poznań,bn_books-210-%c-68296,,poznań|veto
1470,Victoria,,,,,Gdańsk,bn_books-210-%c-28575,,gdańsk|victoria
1471,Victoria,,,,,Warszawa,bn_books-210-%c-5589,,warszawa|victoria
1472,Victoria,,Viktoria,,,Wrocław,bn_books-210-%c-94757|bn_books-210-%c-105068|bn_books-210-%c-79524|bn_books-210-%c-41609|bn_books-210-%c-52120|bn_books-210-%c-16457|bn_books-210-%c-93715|bn_books-210-%c-79899|bn_books-210-%c-85844|bn_books-210-%c-58254,,viktoria|wrocław|victoria
1474,Viktor Sekyt,,,,,Praha,cz_books-264-$$b-2428363,,viktorsekytsamizdat|praha
1475,VIS - Spojrzenie na ...,,,,,Warszawa,bn_books-210-%c-93693,,warszawa|visspojrzeniena
1476,Vist,,,,,Wrocław,bn_books-210-%c-41313|bn_books-210-%c-84199|bn_books-210-%c-48872|bn_books-210-%c-98566|bn_books-210-%c-98512|bn_books-210-%c-84182|bn_books-210-%c-98627|bn_books-210-%c-98547|bn_books-210-%c-50192|bn_books-210-%c-88152|bn_books-210-%c-80827|bn_books-210-%c-84130|bn_books-210-%c-94494|bn_books-210-%c-34487|bn_books-210-%c-58000,,wrocław|vist
1477,Vis,,,,,Warszawa,bn_books-210-%c-22511,,vis|warszawa
1478,Votum Separatum et Periculum,,,,,Warszawa,bn_books-210-%c-23839,,votumseparatumetpericulum|warszawa
1479,VS,,,,,S. l.,bn_books-210-%c-79260,,vs|sl
1480,V,,,,,Kraków,bn_books-210-%c-73941|bn_books-210-%c-59741|bn_books-210-%c-110948|bn_books-210-%c-89516|bn_books-210-%c-21361|bn_books-210-%c-76449|bn_books-210-%c-87730|bn_books-210-%c-46886|bn_books-210-%c-91644|bn_books-210-%c-89819|bn_books-210-%c-99642|bn_books-210-%c-38591,,v|kraków
1481,V,,,,,s. n.,bn_books-210-%g-26910,,v|sn
1482,V,,,,,Warszawa,bn_books-210-%c-37006|bn_books-210-%c-5263,,v|warszawa
1483,Václav Soukup,,,,,Praha,cz_books-264-$$b-2428343,,praha|václavsoukupsamizdat
1484,Vít Pelikán,,,,,Olomouc,cz_books-264-$$b-2429624,,vítpelikánsamizdat|olomouc
1485,Výbor na obranu nespravedlivě stíhaných,,,,,,cz_articles-110-$$a-2391661|cz_articles-110-$$a-2392429|cz_articles-110-$$a-2392072|cz_articles-110-$$a-2367749|cz_articles-110-$$a-2389576|cz_articles-110-$$a-2407357|cz_articles-110-$$a-2390746|cz_articles-110-$$a-2367625|cz_articles-110-$$a-2392088|cz_articles-110-$$a-2390204|cz_articles-110-$$a-2407264|cz_articles-610-$$a-2390782|cz_articles-110-$$a-2390958,,výbornaobranunespravedlivěstíhaných
1488,Wydawnictwo Akademickiej Grupy Oporu,WAGO,Wydaw. Akademickiej Grupy Oporu Politechniki Śląskiej|WAGO,,,Gliwice,bn_books-210-%g-81023|bn_books-210-%c-81023|bn_books-210-%c-90329,,gliwice|wydawakademickiejgrupyoporupolitechnikiśląskiej|wagowydawnictwoakademickiejgrupyoporu|wago|gliw
1490,Warszawska Oficyna Narodowa,,,,,Warszawa,bn_books-210-%c-53658,,warszawskaoficynanarodowa|warszawa
1491,Warszawskie Wydawnictwo Historyczne,,Warszawskie Wydaw. Historyczne,,,Warszawa,bn_books-210-%c-22159|bn_books-210-%c-22193,,warszawskiewydawhistoryczne|warszawa
1492,Warsztaty,,,,,Warszawa,bn_books-210-%c-45,,warsztaty|warszawa
1493,Wega,,,,,Warszawa,bn_books-210-%c-36148|bn_books-210-%c-101996|bn_books-210-%c-81727|bn_books-210-%c-81708|bn_books-210-%c-10691,,wega|warszawa
1494,Wektory,,,,,Wrocław,bn_books-210-%c-28540|bn_books-210-%c-41523|bn_books-210-%c-55183|bn_books-210-%c-27285|bn_books-210-%c-101735|bn_books-210-%c-45251|bn_books-210-%c-3904|bn_books-210-%c-7849|bn_books-210-%c-18680|bn_books-210-%c-45407|bn_books-210-%c-46270|bn_books-210-%c-46256|bn_books-210-%c-82158|bn_books-210-%c-18699,,wrocław|wektory
1495,Wektor,,,,,Wrocław,bn_books-210-%c-55096|bn_books-210-%c-27264|bn_books-210-%c-55111|bn_books-210-%c-94548,,wrocław|wektor
1496,Wena,,,,,Lublin,bn_books-210-%c-95272,,lublin|wena
1497,Wers,,Wydawnictwo Wers,,,Wrocław||Warszawa,bn_books-210-%c-27323|bn_books-210-%c-18881|bn_books-210-%c-89932|pbl_articles-nan-subject_heading-1396458|bn_books-210-%c-24647|bn_books-210-%c-20258|pbl_books-nan-publishing_house-1396239|bn_books-210-%c-20927|bn_books-210-%c-96620|bn_books-210-%c-31353|bn_books-210-%c-100189|bn_books-210-%c-37065|bn_books-210-%c-21555|bn_books-210-%c-22276|bn_books-210-%c-108500|bn_books-210-%c-85036|bn_books-210-%c-62043|bn_books-210-%c-37081|bn_books-210-%c-90543|bn_books-210-%c-88531|bn_books-210-%c-65284|bn_books-210-%c-22308|bn_books-210-%c-6962|bn_books-210-%c-20946|bn_books-210-%c-22292|bn_books-210-%c-48422|bn_books-210-%c-54323|bn_books-210-%c-32955|bn_books-210-%c-84583,,warszawawrocław|wydawnictwowers|warszawa|wers
1501,Rada Bibliotek Związkowych NSZZ Solidarność Region Mazowsze,,we współpr. z Radą Bibliotek Związkowych Regionu Mazowsze,,2004|2018,Warszawa,bn_books-210-%c-79306,,wewspółprzradąbibliotekzwiązkowychniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregionumazowsze|warszawa
1502,Solidarność Uniwersytetu Warszawskiego,,we współpr. z red. Solidarności Uniwersytetu Warszawskiego|we współpr. z Red. Solidarności Uniwersytetu Warszawskiego,,2004|2018,Warszawa,bn_books-210-%c-56989|bn_books-210-%c-57012|bn_books-210-%c-57034,,warszawa|wewspółprzredsolidarnościuniwersytetuwarszawskiego
1504,WG,,,,,Gdańsk,bn_books-210-%g-57562,,wg|gdań
1505,Wiara i Wolność,,,,,Warszawa,bn_books-210-%c-50943|bn_books-210-%c-45060|bn_books-210-%c-74375|bn_books-210-%c-145,,wiaraiwolność|warszawa
1506,Wiatr od Morza (Sekcja Oświaty i Wychowania NSZZ Solidarność),,"Wiatr od Morza, Wydaw. NSZZ Solidarność. Sekcja Oświaty i Wychowania",,2011|2004,Gdańsk,bn_books-210-%c-58059,,gdańsk|wiatrodmorzawydawnszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćsekcjaoświatyiwychowania
1507,Wiedza,,,,,Warszawa,bn_books-210-%c-75058|bn_books-210-%c-75894,,wiedza|warszawa
1508,Wiek,,,,,Kraków,bn_books-210-%c-7571,,kraków|wiek
1509,Wielkopolska Inicjatywa Wydawnicza,WIW,przy współpr. WIW|Wielkopolska Inicjatywa Wydawnicza - WIW|WIW,,,Poznań,bn_books-210-%c-68196|bn_books-210-%c-63077|bn_books-210-%c-2701|bn_books-210-%c-92392|bn_books-210-%c-38714|bn_books-210-%c-67854|bn_books-210-%c-50285|bn_books-210-%c-10295|bn_books-210-%c-62697|bn_books-210-%c-63059|bn_books-210-%c-93848|bn_books-210-%c-51275|bn_books-210-%c-67909|bn_books-210-%c-40040,,wielkopolskainicjatywawydawnicza|wielkopolskainicjatywawydawniczawiw|poznań|przywspółprwiwwielkopolskiejinicjatywywydawniczej|wiwwielkopolskainicjatywawydawnicza
1511,WiS|WIS,,,,,Warszawa,bn_books-210-%c-98340|bn_books-210-%c-21591|bn_books-210-%c-106086|bn_books-210-%c-48502|bn_books-210-%c-25222|bn_books-210-%c-63476|bn_books-210-%c-37217|bn_books-210-%c-58779,,wis|warszawa
1512,Witryna,,,,,Lublin,bn_books-210-%c-99658|bn_books-210-%c-86697,,lublin|witryna
1513,Witrynka Literatów i Krytyków,,WLiK - Witrynka Literatów i Krytyków,,,Poznań|Łódź,bn_books-210-%c-49861|bn_books-210-%c-102496|bn_books-210-%c-35566|bn_books-210-%c-18483|bn_books-210-%c-298|bn_books-210-%c-35554,,wlikwitrynkaliteratówikrytyków|poznań|poznańłódź|witrynkaliteratówikrytyków
1516,Więź,,Więź časopis,,,,cz_articles-610-$$a-2354175,,więźčasopis
1517,WKOP,,,,,Poznań,bn_books-210-%c-12175,,poznań|wkop
1519,WL Libertas,,WL,,,Kraków,bn_books-210-%c-31162,,kraków|wllibertas
1520,W. Markowski,,,,,Bytom,bn_books-210-%c-93102,,wmarkowski|bytom
1522,Wydawnictwo Myśli Nieinternowanej,WMN,WMN|Wydaw. Myśli Nieinternowanej,,,Kraków,bn_books-210-%c-73174|bn_books-210-%c-52481|bn_books-210-%c-94687|bn_books-210-%c-73191|bn_books-210-%c-103447|bn_books-210-%c-104591|bn_books-210-%c-64779|bn_books-210-%c-104837|bn_books-210-%c-52459|bn_books-210-%c-7211|bn_books-210-%c-96379|bn_books-210-%c-21316|bn_books-210-%c-25520|bn_books-210-%c-97734,,wmnwydawmyślinieinternowanej|kraków|wydawmyślinieinternowanej
1523,WN,,,,,Warszawa,bn_books-210-%c-36167|bn_books-210-%c-104516,,warszawa|wn
1524,Wojenna Drukarnia Polowa,,Wojenna Druk. Polowa,,,s. l.,bn_books-210-%g-25691,,wojennadrukpolowa|sl
1525,Wojenna Oficyna Wydawnicza,WOW,WOW,,,Warszawa,bn_books-210-%c-67445|bn_books-210-%c-108245|bn_books-210-%c-96465,,wojennaoficynawydawnicza|wowwojennaoficynawydawnicza|warszawa
1526,Wojskowa Rada Ocalenia Narodowego,,,,,,cz_articles-610-$$a-2397918|cz_articles-610-$$a-2356301|cz_articles-610-$$a-2356175,,wojskowaradaocalenianarodowego
1527,W Okopach,,,,,Warszawa,bn_books-210-%c-15565|bn_books-210-%c-81514|bn_books-210-%c-81489,,wokopach|warszawa
1528,Wokół Nas,,,,,s. l.|Gliwice,bn_books-210-%c-59310|bn_books-210-%c-15117|bn_books-210-%c-51878|bn_books-210-%g-51932|bn_books-210-%c-48554|bn_books-210-%c-93633|bn_books-210-%c-15105|bn_books-210-%c-51932|bn_books-210-%c-70242,,sl|gliwice|wokółnas
1530,Wola,,,,,Warszawa,bn_books-210-%c-81214|bn_books-210-%c-81174|bn_books-210-%c-13632|bn_books-210-%c-45201|bn_books-210-%c-35495|bn_books-210-%c-81149|bn_books-210-%c-81190|bn_books-210-%c-46168|bn_books-210-%c-6621|bn_books-210-%c-91335|bn_books-210-%c-64068|bn_books-210-%c-38522|bn_books-210-%c-45305|bn_books-210-%c-49213|bn_books-210-%c-39865|bn_books-210-%c-87744|bn_books-210-%c-82056|bn_books-210-%c-697|bn_books-210-%c-77772|bn_books-210-%c-6122|bn_books-210-%c-81163|bn_books-210-%c-16151|bn_books-210-%c-39093|bn_books-210-%c-84767|bn_books-210-%c-86753|bn_books-210-%c-40260|bn_books-210-%c-13768|bn_books-210-%c-11551,,wola|warszawa
1531,Wolna Drukarenka Portowców Gdyńskich,,,,2011|2004,Gdańsk,bn_books-210-%c-19918,,wolnadrukarenkaportowcówgdyńskich|gdańsk
1532,Wolna Drukarnia im. Józefa Piłsudskiego,,,,,Uherce,bn_books-210-%c-67460,,wolnadrukarniaimjózefapiłsudskiego|uherce
1533,Wolna Drukarnia Stoczni Gdańskiej,,Wolna Druk. Stoczni Gdańskiej,,,Gdańsk,bn_books-210-%g-71661|bn_books-210-%c-101341,,gdańsk|wolnadrukarniastocznigdańskiej|wolnadrukstocznigdańskiej|gdań
1534,Wolna Drukarnia Wałkowa Gryps,,,,,Szczecin,bn_books-210-%c-89765,,szczecin|wolnadrukarniawałkowagryps
1535,Wolna Drukarnia Wałkowa,,,,,Warszawa,bn_books-210-%g-36350,,wolnadrukarniawałkowa|warsz
1536,Wolna Drukarnia. im. A. Heydla,,Wolna Druk. im. A. Heydla,,,Warszawa|s. l.,bn_books-210-%g-54777|bn_books-210-%g-29761|bn_books-210-%g-29732|bn_books-210-%g-54082|bn_books-210-%g-38665|bn_books-210-%g-71338|bn_books-210-%g-23188|bn_books-210-%g-80647|bn_books-210-%g-54044|bn_books-210-%g-54964|bn_books-210-%g-43553|bn_books-210-%g-43634|bn_books-210-%g-38680|bn_books-210-%g-38697|bn_books-210-%g-81036|bn_books-210-%g-23208|bn_books-210-%g-71378|bn_books-210-%g-71357|bn_books-210-%g-80664|bn_books-210-%g-95965,,warsz|sl|wolnadrukimaheydla|warszawa
1539,Wolna Drukarnia im. Józefa Piłsudskiego,,Wolna Druk. im. Józefa Piłsudskiego,,,s. l.,bn_books-210-%g-17778,,wolnadrukimjózefapiłsudskiego|sl
1541,Wolna Spółka Wydawnicza,,,549,2050,Lublin,bn_books-210-%c-43947|bn_books-210-%c-43909,,lublin|wolnaspółkawydawnicza
1542,Wolna Wałkowo Bębnowa Drukarnia Polowa im. J. P.,,Wolna Wałkowo-Bębnowa Druk. Polowa im. J. P.|Wolna Wałkowo Bębnowa Druk. Polowa im. J. P.|Wolna Wałkowo-Bębnowa Druk. Polowa im. J.P.,,,s. n.|Warszawa|s. l.,bn_books-210-%g-91274|bn_books-210-%g-31487|bn_books-210-%g-24983|bn_books-210-%g-61531|bn_books-210-%g-87442|bn_books-210-%g-42679|bn_books-210-%g-29620|bn_books-210-%g-31466|bn_books-210-%g-109904|bn_books-210-%g-73659|bn_books-210-%g-80810|bn_books-210-%g-11528|bn_books-210-%g-59975|bn_books-210-%g-42384|bn_books-210-%g-68405|bn_books-210-%g-101536|bn_books-210-%g-76207|bn_books-210-%g-8969|bn_books-210-%g-102581|bn_books-210-%g-32782|bn_books-210-%g-94185|bn_books-210-%g-82819|bn_books-210-%g-101563|bn_books-210-%g-107022|bn_books-210-%g-91357|bn_books-210-%g-25562|bn_books-210-%g-84627|bn_books-210-%g-14828|bn_books-210-%g-38324|bn_books-210-%g-19508|bn_books-210-%g-48195|bn_books-210-%g-78249|bn_books-210-%g-110904|bn_books-210-%g-1108|bn_books-210-%g-70998,,warsz|sl|wolnawałkowobębnowadrukpolowaimjp|sn
1545,Wolna Wszechnica Pracownicza,,,,,,bn_books-225-%f-52375,,wolnawszechnicapracownicza
1546,Wolne Pismo Most,,,,,Warszawa,bn_books-210-%c-12130|bn_books-210-%c-22799|bn_books-210-%c-10901|bn_books-210-%c-65096|bn_books-210-%c-20299|bn_books-210-%c-19705|bn_books-210-%c-53679|bn_books-210-%c-95632|bn_books-210-%c-91622|bn_books-210-%c-87365|bn_books-210-%c-35049|bn_books-210-%c-88251|bn_books-210-%c-91605|bn_books-210-%c-83952|bn_books-210-%c-40779|bn_books-210-%c-87345|bn_books-210-%c-49494|bn_books-210-%c-52847|bn_books-210-%c-22818|bn_books-210-%c-20274|bn_books-210-%c-52868|bn_books-210-%c-109033|bn_books-210-%c-22069,,wolnepismomost|warszawa
1547,Wolne Słowo,,,,,,bn_books-225-%f-100947,,wolnesłowo
1548,Wolne Słowo,,,,,Kielce,bn_books-210-%c-100947,,kielce|wolnesłowo
1549,Wolne Słowo,,,,,Toruń,bn_books-210-%c-93527|bn_books-210-%c-40738,,toruń|wolnesłowo
1550,Wolne Wydawnictwo Polowe im. Stanisława Brzozowskiego,,Wolne Wydaw. Polowe im. Stanisława Brzozowskiego,,,S. l.,bn_books-210-%c-24814,,sl|wolnewydawpoloweimstanisławabrzozowskiego
1551,Wolne Zakłady Wydawnicze,,,,,Warszawa,bn_books-210-%c-85158,,wolnezakładywydawnicze|warszawa
1552,Wolni i Solidarni,,,,,Warszawa,bn_books-210-%c-40533|bn_books-210-%c-25545,,warszawa|wolniisolidarni
1553,Wolność i Niezawisłość,,,,,S. l.,bn_books-210-%c-109129,,sl|wolnośćiniezawisłość
1556,"Wolność, Równość, Niepodległość",,,,,Warszawa,bn_books-210-%c-110559,,wolnośćrównośćniepodległość|warszawa
1557,"Wolność, Sprawiedliwość, Niepodległość",WSN,WSN|Wolność - Sprawiedliwość - Niepodległość|Wolność-Sprawiedliwość-Niepodległość|WSN - Wolność-Sprawiedliwość-Niepodległość|WSN - Wolność-Sprawiedliwość -Niepodległość|WSN - Wolność-Sprawiedliwość- Niepodległość,,,Warszawa,bn_books-225-%f-64002|bn_books-210-%c-59011|bn_books-225-%f-51181|bn_books-225-%f-102153|bn_books-225-%f-102172|bn_books-210-%c-64002|bn_books-210-%c-29395|bn_books-210-%c-80408|bn_books-225-%f-40703|bn_books-210-%c-103310|bn_books-225-%f-80956|bn_books-210-%c-102172|bn_books-225-%f-51199|bn_books-210-%c-102153|bn_books-110-%1-103310|bn_books-210-%c-19761|bn_books-210-%c-80956,,wsn|wolnośćsprawiedliwośćniepodległość|wsnwolnośćsprawiedliwośćniepodległość|warszawa
1560,Wolność,,,,,Kraków,bn_books-210-%c-83234,,kraków|wolność
1561,Wolność,,,,,Warszawa,bn_books-210-%c-68445|bn_books-210-%c-61585|bn_books-210-%c-110925|bn_books-210-%c-110838|bn_books-210-%c-71106,,warszawa|wolność
1562,Wolny Polak,,,,,S. l.,bn_books-210-%c-82911,,sl|wolnypolak
1563,Wolny Warsztat Wydawniczy,,,,,Lublin,bn_books-210-%c-5883,,lublin|wolnywarsztatwydawniczy
1568,Wrocław,,,,,Wrocław,bn_books-210-%c-72654|bn_books-210-%c-2683,,wrocław
1569,Wszechnica Robotnicza Solidarności,,WR Solidarność. RM|WR Solidarności,,2004|2018,Warszawa,bn_books-210-%c-90484|bn_books-210-%c-90590|bn_books-210-%c-94871,,wrsolidarnośćrm|wszechnicarobotniczasolidarności|warszawa|wrsolidarności
1571,WSI,,,,,Radom,bn_books-210-%c-41842,,radom|wsi
1572,WSI,,,,,s. l.,bn_books-210-%g-102675,,sl|wsi
1574,Wyższa Szkoła Morska,WSM,WSM,,,Gdynia,bn_books-210-%g-62999,,wsm|gdynia
1577,Wszechnica Społeczno-Polityczna,WSP,WSP Życie,,,Kraków,bn_books-210-%c-55605|bn_books-210-%c-45668|bn_books-210-%c-57799|bn_books-210-%c-35195|bn_books-210-%c-71709|bn_books-210-%c-40718|bn_books-210-%c-105218|bn_books-210-%c-35931|bn_books-210-%c-4771|bn_books-210-%c-32084|bn_books-210-%c-58562|bn_books-210-%c-71692|bn_books-210-%c-17649|bn_books-210-%c-101472|bn_books-210-%c-38070|bn_books-210-%c-68534|bn_books-210-%c-39318|bn_books-210-%c-25204|bn_books-210-%c-85196|bn_books-210-%c-9843|bn_books-210-%c-69696,,wszechnicaspołecznopolityczna|kraków|wspwszechnicaspołecznopolitycznażycie
1578,Wspólnota Wolność i Pokój,,,,2002,S. l.,bn_books-210-%c-63984,,sl|wspólnotawolnośćipokój
1580,WSW,,,,,s. l.,bn_books-210-%g-43947,,sl|wsw
1581,Wszechnica Ludowa,,,,,Lublin,bn_books-210-%c-16165,,lublin|wszechnicaludowa
1584,Wszechnica Związkowa NSRR Solidarność Regionu Świętokrzyskiego,,,,2031|2004,Kielce,bn_books-210-%c-95467,,kielce|wszechnicazwiązkowansrrsolidarnośćregionuświętokrzyskiego
1585,Wszechnica Związkowa przy MKZ NSZZ Solidarność Region Środkowo-Wschodni,,Wszechnica Związkowa przy Międzyzakładowym Komitecie Założycielskim NSZZ Solidarność Regionu Środkowo-Wschodniego|Wszechnica Związkowa przy MKZ NSZZ Solidarność,,2030|2004,Lublin,bn_books-210-%c-5752|bn_books-210-%c-7173,,lublin|wszechnicazwiązkowaprzymiędzyzakładowymkomiteciezałożycielskimnszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregionuśrodkowowschodniego|wszechnicazwiązkowaprzymkznszzmiędzyzakładowymkomiteciezałożycielskimniezależnegosamorządnegozwiązkuzawodowegosolidarność
1587,Wszechnica Związkowa,,,,2004|2018,Warszawa,bn_books-210-%c-86657|bn_books-210-%c-26993|bn_books-210-%c-26977,,wszechnicazwiązkowa|warszawa
1588,W Służbie Boga i Ojczyzny,,,,,Poznań,bn_books-210-%c-31324,,poznań|wsłużbiebogaiojczyzny
1589,Wydawnictwo Trzeci Obieg,WTO,WTO,,,Kraków,bn_books-210-%c-60056,,kraków|wtowydawtrzeciobieg
1590,Wydawnictwo Wiejskie,WW,WW - Wydaw. Wiejskie-Wszechnica Związkowa|Wydaw. Wiejskie im. Wincentego Witosa|WW - Wydaw. Wiejskie Wszechnica Związkowa|WW,,,Lublin|Lubin,bn_books-210-%g-107561|bn_books-210-%g-90680|bn_books-210-%c-90680|bn_books-210-%c-107561|bn_books-210-%c-10313,,lublin|wwwydawwiejskiewszechnicazwiązkowa|lub|ww|wydawwiejskieimwincentegowitosa
1592,Solidarność Polsko-Czechosłowacka,,Wydano nakładem Solidarności Polsko-Czechosłowackiej|Polsko-československá solidarita organizace,,2009||2004,Wrocław|,pbl_books-nan-publishing_house-1397518|cz_articles-110-$$a-2421193|cz_articles-610-$$a-2421252|cz_articles-610-$$a-2421245|cz_articles-610-$$a-2421177|cz_articles-610-$$a-2421154|cz_articles-610-$$a-2421239,,wrocław|wydanonakłademsolidarnościpolskoczechosłowackiej|polskočeskoslovenskásolidaritaorganizace
1593,Wydawnictwo 11-go Listopada,,Wydaw. 11-go Listopada,,,Warszawa,bn_books-210-%c-30793,,wydaw11golistopada|warszawa
1594,Wydawnictwo 123,,Wydaw. 123,,,Kraków,bn_books-210-%c-96427,,kraków|wydaw123
1595,Wydawnictwo 13,,13,,,Wrocław,bn_books-210-%c-67796,,wrocław|wydaw13
1596,Wydawnictwo 19 Października,,Wydaw. 19 Października,,,Warszawa,bn_books-210-%c-63689,,warszawa|wydaw19października
1597,Wydawnictwo 6 Sierpnia,,Wydaw. 6 Sierpnia,,,Kraków,bn_books-210-%c-15662|bn_books-210-%c-72941|bn_books-210-%c-104259|bn_books-210-%c-51560|bn_books-210-%c-73630|bn_books-210-%c-109772|bn_books-210-%c-90703|bn_books-210-%c-32646|bn_books-210-%c-31987|bn_books-210-%c-80031|bn_books-210-%c-32614|bn_books-210-%c-15942|bn_books-210-%c-99693|bn_books-210-%c-32630,,kraków|wydaw6sierpnia
1599,Wydawnictwo Alternatywy Demokratycznej,,Wydaw. Alternatywy Demokratycznej,,,Wrocław,bn_books-210-%c-74543|bn_books-210-%c-85294|bn_books-210-%c-83264|bn_books-210-%c-57510,,wrocław|wydawalternatywydemokratycznej
1601,Wydawnictwo Bibliotek Narodowych,,Wydaw. Bibliotek Narodowych|Wydaw. Biblioteki Narodowej i. e. Bibliotek Narodowych,,,Warszawa,bn_books-210-%c-37661|bn_books-210-%c-16857,,wydawbiblioteknarodowych|wydawbibliotekinarodowejiebiblioteknarodowych|warszawa
1602,Wydawnictwo Biuletynu FSC Lublin,,Wydaw. Biuletynu FSC Lublin,,,Lublin,bn_books-210-%c-109298,,lublin|wydawbiuletynufsclublin
1603,Wydawnictwo Centrum Informacyjnego NZS UAM,,Wydaw. Centrum Informacyjnego NZS UAM|Wydaw. CI NZS UAM,,2001,Poznań,bn_books-210-%c-60652|bn_books-210-%c-2857|bn_books-210-%c-60682|bn_books-210-%c-12697,,poznań|wydawcentruminformacyjnegonzsuamniezależnegozrzeszeniastudentówuniwersytetuimadamamickiewicza|wydawcentruminformacyjnegonzsuamniezależnegozrzeszeniastudentówuniwersytetuadamamickiewicza|wydawcinzsuam
1606,Wydawnictwo Czarciego Licha,,Wydaw. Czarciego Licha,,,Warszawa,bn_books-210-%c-69108,,wydawczarciegolicha|warszawa
1607,Wydawcza Ósemka,,,,,S. l.,bn_books-210-%c-43930,,sl|wydawczaósemka
1608,Wydawnictwo Dobra Powszedniego,,Wydaw. Dobra Powszedniego,,,Warszawa,bn_books-210-%c-27640|bn_books-210-%c-35789,,warszawa|wydawdobrapowszedniego
1609,Wydawnictwo Edukacji Narodowej,,Wydaw. Edukacji Narodowej,,,S. l.,bn_books-210-%c-77295,,wydawedukacjinarodowej|sl
1610,Wydawnictwo Federacji Młodzieży Walczącej,,Wydaw. FMW|Wydaw. Federacji Młodzieży Walczącej,,252,Gdynia|Gdańsk,bn_books-210-%c-47700|bn_books-210-%c-102390|bn_books-210-%c-25531|bn_books-210-%c-70617,,gdynia|gdańsk|wydawfederacjimłodzieżywalczącej|wydawfmwfederacjimłodzieżywalczącej
1613,Wydawnictwo F.Z.,,Wydaw. F.Z.,,,S. l.,bn_books-210-%c-95063,,wydawfz|sl
1614,Wydawnictwo Gdańskie,,Wydaw. Gdańskie,,,Gdańsk,bn_books-210-%c-57562|bn_books-210-%c-15986|bn_books-210-%c-10040,,wydawgdańskie|gdańsk
1617,Wydawnictwo Górnośląskie,,Wydaw. Górnośląskie,,,Katowice,bn_books-210-%c-89070,,wydawgórnośląskie|katowice
1618,Wydawnictwo Historyczne,,Wydaw. Historyczne,,,Warszawa,bn_books-210-%c-100710|bn_books-210-%c-109222,,wydawhistoryczne|warszawa
1619,Wydawnictwo I Krajowego Zjazdu Delegatów,,Sjezd delegátů|Wydaw. I KZD,,2004|2018,Warszawa,bn_books-210-%c-109960|cz_articles-110-$$a-2397803,,sjezddelegátů|wydawikzdkrajowegozjazdudelegatów|warszawa
1620,Wydawnictwo im. 11 Listopada,,Wydaw. im. 11 Listopada,,,Łódź,bn_books-210-%c-15159,,wydawim11listopada|łódź
1621,Wydawnictwo im. 31 Sierpnia'80,,Wydaw. im. 31 Sierpnia'80,,,Warszawa,bn_books-210-%c-108303,,warszawa|wydawim31sierpnia80
1622,Wydawnictwo im. gen. E. Nila-Fieldorfa,,Wydaw. im. Gen. Nila Fieldorfa|Wydaw. im. gen. Nila Fieldorfa|Wydaw. im. gen. E. Fieldorfa|Wydaw. im. gen. E. Nila-Fieldorfa,,,Warszawa,bn_books-210-%c-13267|bn_books-210-%c-74158|bn_books-210-%c-13322|bn_books-210-%c-13505|bn_books-210-%c-38825|bn_books-210-%c-13338|bn_books-210-%c-38646|bn_books-210-%c-13446|bn_books-210-%c-14851|bn_books-210-%c-73968|bn_books-210-%c-13395|bn_books-210-%c-75142|bn_books-210-%c-30989|bn_books-210-%c-13252|bn_books-210-%c-38798|bn_books-210-%c-14941,,wydawimgenefieldorfa|wydawimgennilafieldorfa|wydawimgenenilafieldorfa|warszawa
1625,Wydawnictwo im. G. Orwella,,Wydaw. im. G. Orwella,,,Warszawa,bn_books-210-%c-101366|bn_books-210-%c-110801,,warszawa|wydawimgorwella
1626,Wydawnictwo im. Grzegorza Przemyka,,Wydaw. im. G Przemyka|Wydaw. im. Grzegorza Przemyka,,,Siedlce,bn_books-210-%c-42840|bn_books-210-%c-42823|bn_books-210-%c-6408,,wydawimgrzegorzaprzemyka|siedlce
1627,Wydawnictwo im. Jerzego Łojka,,Wydaw. im. J Łojka|Wydaw. im. Jerzego Łojka,,,Warszawa,bn_books-210-%c-78270|bn_books-210-%c-75823|bn_books-210-%c-75809,,wydawimjerzegołojka|warszawa
1628,Wydawnictwo im. Kaprala Wałęsy,,"Wydaw. im. Kaprala Wałęsy, ul. Prawdziwego Wojska Polskiego|Wydaw. im. Kaprala Wałęsy",,,Warszawa,bn_books-210-%c-2601|bn_books-210-%c-2590,,wydawimkapralawałęsyulprawdziwegowojskapolskiego|warszawa|wydawimkapralawałęsy
1630,Wydawnictwo im. Kardynała Wyszyńskiego,,Wydaw. im. Kardynała Wyszyńskiego,,,Miętne|Puławy,bn_books-210-%c-65813|bn_books-210-%c-33926,,wydawimkardynaławyszyńskiego|puławy|miętne
1632,Wydawnictwo im. K. Michalczyka,,Wydaw. im. K. Michalczyka,,,Wrocław,bn_books-210-%c-2238|bn_books-210-%c-103842|bn_books-210-%c-47783|bn_books-210-%c-84098,,wrocław|wydawimkmichalczyka
